TID 20251122183251 DR 10.00 | Bal: 170.00
TID 20251122183738 CR 0.00 | Bal: 8836.00
TID 20251122183738 CR 0.00 | Bal: 8836.00
TID 20251122183738 CR 0.00 | Bal: 8836.00
TID 20251122183738 CR 0.00 | Bal: 8836.00
TID 20251122183738 CR 0.00 | Bal: 8836.00
TID 20251122183738 CR 0.00 | Bal: 8836.00
TID 20251122183738 CR 0.00 | Bal: 8836.00
TID 20251122183738 CR 0.00 | Bal: 8836.00
TID 20251122183738 CR 0.00 | Bal: 8836.00
TID 20251122183738 CR 0.00 | Bal: 8836.00
TID 20251122183738 CR 0.00 | Bal: 8836.00
TID 20251122183738 CR 0.00 | Bal: 8836.00
TID 20251122183738 CR 0.00 | Bal: 8836.00
TID 20251122183738 CR 0.00 | Bal: 8836.00
TID 20251122183739 CR 0.00 | Bal: 8836.00
TID 20251122183739 CR 0.00 | Bal: 8836.00
TID 20251122183739 CR 0.00 | Bal: 8836.00
TID 20251122183739 CR 0.00 | Bal: 8836.00
TID 20251122183739 CR 0.00 | Bal: 8836.00
TID 20251122183739 CR 0.00 | Bal: 8836.00
TID 20251122183739 CR 0.00 | Bal: 8836.00
TID 20251122183739 CR 0.00 | Bal: 8836.00
TID 20251122183739 CR 0.00 | Bal: 8836.00
TID 20251122183739 CR 0.00 | Bal: 8836.00
TID 20251122183739 CR 0.00 | Bal: 8836.00
TID 20251122183739 CR 0.00 | Bal: 8836.00
TID 20251122183739 CR 0.00 | Bal: 8836.00
TID 20251122183739 CR 0.00 | Bal: 8836.00
TID 20251122183739 CR 0.00 | Bal: 8836.00
TID 20251122183739 CR 0.00 | Bal: 8836.00
TID 20251122183739 CR 0.00 | Bal: 8836.00
TID 20251122183739 CR 0.00 | Bal: 8836.00
TID 20251122183739 CR 0.00 | Bal: 8836.00
TID 20251122183739 CR 0.00 | Bal: 8836.00
TID 20251122183739 CR 0.00 | Bal: 8836.00
TID 20251122183739 CR 0.00 | Bal: 8836.00
TID 20251122183739 CR 0.00 | Bal: 8836.00
TID 20251122183739 CR 0.00 | Bal: 8836.00
TID 20251122183739 CR 0.00 | Bal: 8836.00
TID 20251122183739 CR 0.00 | Bal: 8836.00
TID 20251122183739 CR 0.00 | Bal: 8836.00
TID 20251122183739 CR 0.00 | Bal: 8836.00
TID 20251122183739 CR 0.00 | Bal: 8836.00
TID 20251122183739 CR 0.00 | Bal: 8836.00
TID 20251122183739 CR 0.00 | Bal: 8836.00
TID 20251122183739 CR 0.00 | Bal: 8836.00
TID 20251122183739 CR 0.00 | Bal: 8836.00
TID 20251122183739 CR 0.00 | Bal: 8836.00
TID 20251122183739 CR 0.00 | Bal: 8836.00
TID 20251122183739 CR 0.00 | Bal: 8836.00
TID 20251122183739 CR 0.00 | Bal: 8836.00
TID 20251122183739 CR 0.00 | Bal: 8836.00
TID 20251122183739 CR 0.00 | Bal: 8836.00
TID 20251122183739 CR 0.00 | Bal: 8836.00
TID 20251122183739 CR 0.00 | Bal: 8836.00
TID 20251122183739 CR 0.00 | Bal: 8836.00
TID 20251122183739 CR 0.00 | Bal: 8836.00
TID 20251122183739 CR 0.00 | Bal: 8836.00
TID 20251122183739 CR 0.00 | Bal: 8836.00
TID 20251122183740 CR 0.00 | Bal: 8836.00
TID 20251122183740 CR 0.00 | Bal: 8836.00
TID 20251122183740 CR 0.00 | Bal: 8836.00
TID 20251122183740 CR 0.00 | Bal: 8836.00
TID 20251122183740 CR 0.00 | Bal: 8836.00
TID 20251122183740 CR 0.00 | Bal: 8836.00
TID 20251122183740 CR 0.00 | Bal: 8836.00
TID 20251122183740 CR 0.00 | Bal: 8836.00
TID 20251122183740 CR 0.00 | Bal: 8836.00
TID 20251122183740 CR 0.00 | Bal: 8836.00
TID 20251122183740 CR 0.00 | Bal: 8836.00
TID 20251122183740 CR 0.00 | Bal: 8836.00
TID 20251122183740 CR 0.00 | Bal: 8836.00
TID 20251122183740 CR 0.00 | Bal: 8836.00
TID 20251122183740 CR 0.00 | Bal: 8836.00
TID 20251122183740 CR 0.00 | Bal: 8836.00
TID 20251122183740 CR 0.00 | Bal: 8836.00
TID 20251122183740 CR 0.00 | Bal: 8836.00
TID 20251122183740 CR 0.00 | Bal: 8836.00
TID 20251122183740 CR 0.00 | Bal: 8836.00
TID 20251122183740 CR 0.00 | Bal: 8836.00
TID 20251122183740 CR 0.00 | Bal: 8836.00
TID 20251122183740 CR 0.00 | Bal: 8836.00
TID 20251122183740 CR 0.00 | Bal: 8836.00
TID 20251122183740 CR 0.00 | Bal: 8836.00
TID 20251122183740 CR 0.00 | Bal: 8836.00
TID 20251122183740 CR 0.00 | Bal: 8836.00
TID 20251122183740 CR 0.00 | Bal: 8836.00
TID 20251122183740 CR 0.00 | Bal: 8836.00
TID 20251122183740 CR 0.00 | Bal: 8836.00
TID 20251122183740 CR 0.00 | Bal: 8836.00
TID 20251122183740 CR 0.00 | Bal: 8836.00
TID 20251122183740 CR 0.00 | Bal: 8836.00
TID 20251122183740 CR 0.00 | Bal: 8836.00
TID 20251122183740 CR 0.00 | Bal: 8836.00
TID 20251122183740 CR 0.00 | Bal: 8836.00
TID 20251122183740 CR 0.00 | Bal: 8836.00
TID 20251122183740 CR 0.00 | Bal: 8836.00
TID 20251122183740 CR 0.00 | Bal: 8836.00
TID 20251122183740 CR 0.00 | Bal: 8836.00
TID 20251122183740 CR 0.00 | Bal: 8836.00
TID 20251122183740 CR 0.00 | Bal: 8836.00
TID 20251122183740 CR 0.00 | Bal: 8836.00
TID 20251122183740 CR 0.00 | Bal: 8836.00
TID 20251122183740 CR 0.00 | Bal: 8836.00
TID 20251122183740 CR 0.00 | Bal: 8836.00
TID 20251122183740 CR 0.00 | Bal: 8836.00
TID 20251122183741 CR 0.00 | Bal: 8836.00
TID 20251122183741 CR 0.00 | Bal: 8836.00
TID 20251122183741 CR 0.00 | Bal: 8836.00
TID 20251122183741 CR 0.00 | Bal: 8836.00
TID 20251122183741 CR 0.00 | Bal: 8836.00
TID 20251122183741 CR 0.00 | Bal: 8836.00
TID 20251122183741 CR 0.00 | Bal: 8836.00
TID 20251122183741 CR 0.00 | Bal: 8836.00
TID 20251122183741 CR 0.00 | Bal: 8836.00
TID 20251122183741 CR 0.00 | Bal: 8836.00
TID 20251122183741 CR 0.00 | Bal: 8836.00
TID 20251122183741 CR 0.00 | Bal: 8836.00
TID 20251122183741 CR 0.00 | Bal: 8836.00
TID 20251122183741 CR 0.00 | Bal: 8836.00
TID 20251122183741 CR 0.00 | Bal: 8836.00
TID 20251122183741 CR 0.00 | Bal: 8836.00
TID 20251122183741 CR 0.00 | Bal: 8836.00
TID 20251122183741 CR 0.00 | Bal: 8836.00
TID 20251122183741 CR 0.00 | Bal: 8836.00
TID 20251122183741 CR 0.00 | Bal: 8836.00
TID 20251122183741 CR 0.00 | Bal: 8836.00
TID 20251122183741 CR 0.00 | Bal: 8836.00
TID 20251122183741 CR 0.00 | Bal: 8836.00
TID 20251122183741 CR 0.00 | Bal: 8836.00
TID 20251122183741 CR 0.00 | Bal: 8836.00
TID 20251122183741 CR 0.00 | Bal: 8836.00
TID 20251122183741 CR 0.00 | Bal: 8836.00
TID 20251122183741 CR 0.00 | Bal: 8836.00
TID 20251122183741 CR 0.00 | Bal: 8836.00
TID 20251122183741 CR 0.00 | Bal: 8836.00
TID 20251122183741 CR 0.00 | Bal: 8836.00
TID 20251122183741 CR 0.00 | Bal: 8836.00
TID 20251122183741 CR 0.00 | Bal: 8836.00
TID 20251122183741 CR 0.00 | Bal: 8836.00
TID 20251122183741 CR 0.00 | Bal: 8836.00
TID 20251122183741 CR 0.00 | Bal: 8836.00
TID 20251122183741 CR 0.00 | Bal: 8836.00
TID 20251122183741 CR 0.00 | Bal: 8836.00
TID 20251122183741 CR 0.00 | Bal: 8836.00
TID 20251122183741 CR 0.00 | Bal: 8836.00
TID 20251122183741 CR 0.00 | Bal: 8836.00
TID 20251122183741 CR 0.00 | Bal: 8836.00
TID 20251122183741 CR 0.00 | Bal: 8836.00
TID 20251122183741 CR 0.00 | Bal: 8836.00
TID 20251122183741 CR 0.00 | Bal: 8836.00
TID 20251122183741 CR 0.00 | Bal: 8836.00
TID 20251122183741 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183742 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183743 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183744 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183745 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183746 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
